所属地市,所属区县,所属供电所,变电站名称,馈线名称,所属馈线GISID,配变ID,配变名称,电压等级(kV),供电分区分类,电网类型,公专变标志,额定容量(kVA),配变类型,干式/油浸式,配变型号,负荷性质,无功补偿容量(kVar),年最大负荷(kW),年最高负载率(%),最大负荷发生时刻,平均负荷(kW),平均负载率(%),售电量(kWh),供电量(kWh),线损率(%),接入用户数(户),实现一户一表用户数(户),接入用户总容量(kW),接入用户负荷性质,近一年净增接入容量(kW),已接入最大用户报装容量(kW),低压线裸导线长度(km),低压线绝缘线长度(km),低压线总长度(km),最大负荷月供电量(kWh),台区出线回路数(回),台区低压主干线主要线径,低压侧额定电流(A),低压侧额定电压(V),投运日期,是否过载,过载次数,过载累计持续时间(min),是否重载,重载次数,重载累计持续时间(min),过载/重载原因分析,预计下一年是否过载,是否轻载,低压侧最大负荷A相电流(A),低压侧最大负荷B相电流(A),低压侧最大负荷C相电流(A),三相电流不平衡度(%),是否三相不平衡,电压超限时间,首端电压最小值(V),首端电压最大值(V),末端电压最小值(V),末端电压最大值(V),是否存在台区电压偏低，且末端电压低于180V,是否存在台区电压偏低，且末端电压处于180-198V之间,是否存在台区电压偏高，且末端电压高于235V,是否存在台区电压偏高,是否存在台区电压偏低,低电压紧急程度,台区电压偏低主要原因,台区电压偏高主要原因,是否存在残旧设备或线路,是否存在安全隐患,供电半径(m),是否供电半径过大,低电压投诉次数,是否报装受限,配变供电区域报装负荷(kVA),是否需实现光纤覆盖,是否安装配变监测终端,是否需改造配变监测终端,是否存在一变多村,是否高损配变,总电表数(块),智能电表数(块),智能电表覆盖率(%),是否智能电表未全覆盖,已实现低压集抄的用户数(户),低压集抄覆盖率(%),是否低压集抄未全覆盖,主要电能表投运时间,设备状态,是否属于中心村,是否属于贫困地区,是否属于国有林场供电配变,是否属于革命老区示范区,是否已开展可研或列入投资计划项目,备注(规划),备注(生技),备注(营销),备注(调度),系统ID主键,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV石井线522,418007751807401.0,418008211964201.0,玉二9#公用台变,10kV,D,农网,公变,500.0,柱上变,油浸式,S9-500/10,居住,150.0,425.0,85.0,2022年06月01日,115.0,23.0,1038041.16,1079117.0,3.81,328.0,328.0,328.0,居住,217.0,,,,0.0,89926.42,2.0,240.0,721.71,,2012年03月03日,否,0.0,0.0,否,12.0,0.0,,否,否,340.2,373.6,384.8,11.5904,否,,223.0,233.0,193.0,203.0,否,否,否,否,否,无,,,否,否,430.0,否,1.0,否,0.0,否,是,否,否,是,328.0,328.0,100.0,否,328.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF385B6256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV石井线522,418007751807401.0,418007764648201.0,玉山2#公用台变,10kV,D,农网,公变,200.0,柱上变,油浸式,S13-M-200/10,居住,150.0,130.0,65.0,2022年07月01日,44.0,22.0,408080.43,433632.2,5.89,300.0,300.0,300.0,居住,65.0,,,,0.0,36136.02,1.0,70.0,288.68,,2010年06月24日,否,0.0,0.0,否,0.0,0.0,,否,否,158.32,116.0,85.84,45.7807,否,,228.0,238.0,198.0,208.0,否,否,否,否,否,无,,,否,否,300.0,否,0.0,否,0.0,否,是,否,否,否,300.0,300.0,100.0,否,300.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF27126256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,,,418008262034701.0,418008262034501.0,洋贝7#公用台变,10kV,D,,公变,315.0,柱上变,油浸式,S11-M-315/10,居住,150.0,83.0,26.35,2022年07月01日,33.0,10.48,437742.31,444934.5,1.62,178.0,178.0,178.0,居住,51.0,,,,0.0,37077.88,2.0,185.0,454.68,,2001年06月01日,否,0.0,0.0,否,0.0,0.0,,否,否,116.0,116.0,85.5,26.2931,否,,223.0,233.0,193.0,203.0,否,否,否,否,否,无,,,否,否,160.0,否,0.0,否,0.0,否,是,否,否,是,178.0,178.0,100.0,否,178.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF3AA16256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV沿山线515,418008328760901.0,420220272015400.0,10kV关埠港底11#公用台变,10kV,D,农网,公变,315.0,柱上变,油浸式,S13-M-315/10,居住,150.0,160.0,50.79,2022年07月01日,53.0,16.83,481820.19,495200.0,2.7,210.0,210.0,210.0,居住,42.0,,,,0.0,41266.67,2.0,240.0,454.68,,2016年01月30日,否,0.0,0.0,否,0.0,0.0,,否,否,189.0,209.4,198.9,9.7421,否,,227.0,237.0,197.0,207.0,否,否,否,否,否,无,,,否,否,318.0,否,0.0,否,0.0,否,是,否,否,否,210.0,210.0,100.0,否,210.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF38BE6256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV沿山线515,418008328760901.0,418007763708101.0,三联3号公变,10kV,D,农网,公变,200.0,柱上变,油浸式,SH15-M-200/10,居住,150.0,158.0,79.0,2022年07月01日,62.0,31.0,551442.07,561948.6,1.87,113.0,113.0,113.0,居住,234.0,,,,0.0,46829.05,3.0,120.0,288.68,,2014年03月28日,否,0.0,0.0,否,0.0,0.0,,否,否,189.72,203.04,133.5,34.2494,否,,224.0,234.0,194.0,204.0,否,否,否,否,否,无,,,否,否,650.0,是,0.0,否,0.0,否,是,否,否,否,113.0,113.0,100.0,否,113.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF3E926256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV沿山线515,418008328760901.0,418007763732501.0,洋贝村4号公变,10kV,D,农网,公变,315.0,柱上变,油浸式,SBH15-M-315/10,居住,150.0,176.0,55.87,2022年07月01日,56.0,17.78,408006.89,413746.0,1.39,95.0,95.0,95.0,居住,0.0,,,,0.0,34478.87,2.0,185.0,454.68,,2010年06月24日,否,0.0,0.0,否,0.0,0.0,,否,否,201.9,195.5,195.8,3.1699,否,,224.0,234.0,194.0,204.0,否,否,否,否,否,无,,,否,否,100.0,否,0.0,否,0.0,否,是,否,否,否,95.0,95.0,100.0,否,95.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF2C6C6256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV沿山线515,418008328760901.0,418007764903701.0,大湖1号公变,10kV,D,农网,公变,500.0,柱上变,油浸式,S13-M·RL-500/10,居住,150.0,200.0,40.0,2022年07月01日,30.0,6.0,277509.8,285980.0,2.96,232.0,232.0,232.0,居住,0.0,,,,0.0,23831.67,1.0,120.0,721.71,,2013年12月15日,否,0.0,0.0,否,0.0,0.0,,否,否,172.0,154.0,166.0,10.4651,否,,226.0,236.0,196.0,206.0,否,否,否,否,否,无,,,否,否,231.0,否,0.0,否,0.0,否,是,否,否,否,232.0,232.0,100.0,否,232.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF3D076256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV沿山线515,418008328760901.0,418008338014901.0,10kV溪西村2#公用台变,10kV,D,农网,公变,315.0,柱上变,油浸式,S13-M-315/10,居住,150.0,148.0,46.98,2022年07月01日,34.0,10.79,360882.03,359923.2,-0.27,277.0,277.0,277.0,居住,109.0,,,,0.0,29993.6,2.0,120.0,454.68,,2014年04月24日,否,0.0,0.0,否,0.0,0.0,,否,否,107.28,146.8,132.64,26.921,否,,224.0,234.0,194.0,204.0,否,否,否,否,否,无,,,否,否,200.0,否,0.0,否,0.0,否,是,否,否,否,277.0,277.0,100.0,否,277.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF2BBA6256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV沿山线515,418008328760901.0,418007764784201.0,田东1号公变,10kV,D,农网,公变,500.0,柱上变,油浸式,SB13-M-500/10,居住,150.0,135.0,27.0,2022年07月01日,55.0,11.0,440781.99,452960.0,2.69,350.0,350.0,350.0,居住,125.0,,,,0.0,37746.67,1.0,150.0,721.71,,2010年06月01日,否,0.0,0.0,否,0.0,0.0,,否,否,56.0,88.2,197.6,71.6599,否,,227.0,237.0,197.0,207.0,否,否,否,否,否,无,,,否,否,450.0,否,0.0,否,0.0,否,是,否,否,否,350.0,350.0,100.0,否,350.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF3EF56256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV沿山线515,418008328760901.0,418007763730301.0,洋贝村1号公变,10kV,D,农网,公变,400.0,柱上变,油浸式,S11-M-400/10,居住,150.0,264.0,66.0,2022年07月01日,88.0,22.0,934436.29,954476.2,2.1,601.0,601.0,601.0,居住,51.0,,,,0.0,79539.72,2.0,185.0,577.37,,2015年01月05日,否,0.0,0.0,否,0.0,0.0,,否,否,249.72,285.96,260.76,12.6731,否,,226.0,236.0,196.0,206.0,否,否,否,否,否,无,,,否,否,230.0,否,0.0,否,0.0,否,是,否,否,否,601.0,601.0,100.0,否,601.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF2D886256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV沿山线515,418008328760901.0,418007763722601.0,树下3号公变,10kV,D,农网,公变,100.0,柱上变,油浸式,S11-M-100/10,居住,150.0,67.0,67.0,2022年07月01日,24.0,24.0,223312.02,232545.2,3.97,303.0,303.0,303.0,居住,77.0,,,,0.0,19378.77,1.0,95.0,144.34,,2016年07月16日,否,0.0,0.0,否,0.0,0.0,,否,否,101.04,99.32,98.68,2.3357,否,,225.0,235.0,195.0,205.0,否,否,否,否,否,无,,,否,否,279.0,否,0.0,否,0.0,否,是,否,否,否,303.0,303.0,100.0,否,303.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF2F3D6256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV沿山线515,418008328760901.0,418007764895801.0,树下1号公变,10kV,D,农网,公变,250.0,柱上变,油浸式,S9-250,居住,150.0,187.0,74.8,2022年07月01日,52.0,20.8,556877.07,584324.0,4.7,411.0,411.0,411.0,居住,42.0,,,,0.0,48693.67,1.0,95.0,360.85,,2010年06月24日,否,0.0,0.0,否,0.0,0.0,,否,否,143.9,157.6,164.25,12.3896,否,,226.0,236.0,196.0,206.0,否,否,否,否,否,无,,,否,否,288.0,否,0.0,否,0.0,否,是,否,否,是,411.0,411.0,100.0,否,411.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF30EF6256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV沿山线515,418008328760901.0,418007764838101.0,港底4号公变,10kV,D,农网,公变,315.0,柱上变,油浸式,S13-M.RL-500/10,居住,150.0,245.0,77.78,2022年07月01日,126.0,40.0,1063127.55,1094980.0,2.91,414.0,414.0,414.0,居住,196.0,,,,0.0,91248.37,2.0,185.0,454.68,,2012年09月11日,否,0.0,0.0,是,0.0,0.0,,是,否,223.0,323.6,245.5,31.0878,否,,226.0,236.0,196.0,206.0,否,否,否,否,否,无,,,否,否,298.0,否,0.0,否,0.0,否,是,否,否,否,414.0,414.0,100.0,否,414.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF31016256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV沿山线515,418008328760901.0,420220899374500.0,汕头市潮阳区关埠镇洋贝经济联合社1#公用变压器,10kV,D,农网,公变,1000.0,配电室,干式,SCB11-1000/10,居住,150.0,160.0,16.0,2022年07月01日,40.0,4.0,0.0,0.0,0.0,327.0,327.0,327.0,居住,4378.0,,,,0.0,0.0,2.0,240.0,1443.42,,2021年01月15日,否,0.0,0.0,否,0.0,0.0,,否,是,114.4,102.0,114.0,10.8392,否,,226.0,236.0,196.0,206.0,否,否,否,否,否,无,,,否,否,300.0,否,0.0,否,0.0,否,是,否,否,否,327.0,327.0,100.0,否,327.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF31D96256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV沿山线515,418008328760901.0,418007764984601.0,上底1号公变,10kV,D,农网,公变,315.0,柱上变,油浸式,S11-M-315/10,居住,150.0,141.0,44.76,2022年07月01日,44.0,13.97,382465.95,401233.0,4.68,295.0,295.0,295.0,居住,175.0,,,,0.0,33436.12,1.0,120.0,454.68,,2010年06月24日,否,0.0,0.0,否,0.0,0.0,,否,否,131.5,103.7,128.7,21.1407,否,,226.0,236.0,196.0,206.0,否,否,否,否,否,无,,,否,否,330.0,否,0.0,否,0.0,否,是,否,否,否,295.0,295.0,100.0,否,295.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF2B436256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV沿山线515,418008328760901.0,418007764979101.0,溪西公变,10kV,D,农网,公变,200.0,柱上变,油浸式,SH15-M-200/10,居住,150.0,72.0,36.0,2022年07月01日,26.0,13.0,224245.83,230828.4,2.85,186.0,186.0,186.0,居住,23.0,,,,0.0,19235.7,1.0,150.0,288.68,,2010年06月24日,否,0.0,0.0,否,0.0,0.0,,否,否,71.44,80.88,73.04,11.6716,否,,221.0,231.0,191.0,201.0,否,否,否,否,否,无,,,否,否,540.0,是,0.0,否,0.0,否,是,否,否,否,186.0,186.0,100.0,否,186.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF3BE66256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV沿山线515,418008328760901.0,418008309483901.0,10kV关埠田东4#公用台变,10kV,D,农网,公变,315.0,柱上变,油浸式,SBH15-M-315/10,居住,150.0,66.0,20.95,2022年07月01日,18.0,5.71,207955.78,210752.5,1.33,143.0,143.0,143.0,居住,0.0,,,,0.0,17562.71,1.0,120.0,454.68,,2013年11月21日,否,0.0,0.0,否,0.0,0.0,,否,否,74.55,76.2,58.2,23.622,否,,228.0,238.0,198.0,208.0,否,否,否,否,否,无,,,否,否,270.0,否,0.0,否,0.0,否,是,否,否,否,143.0,143.0,100.0,否,143.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF37D36256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV沿山线515,418008328760901.0,418007764986101.0,欧厝2号公变,10kV,D,农网,公变,100.0,柱上变,油浸式,SH15-M-100/10,居住,150.0,40.0,40.0,2022年07月01日,15.0,15.0,196951.44,216285.5,8.94,104.0,104.0,104.0,居住,28.0,,,,0.0,18023.81,1.0,120.0,144.34,,2014年03月28日,否,0.0,0.0,否,0.0,0.0,,否,否,16.11,52.29,71.01,77.3131,否,,226.0,236.0,196.0,206.0,否,否,否,否,否,无,,,否,否,320.0,否,0.0,否,0.0,否,是,否,否,否,104.0,104.0,100.0,否,104.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF3E916256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV南炮台线527,420220516448100.0,418007764957201.0,井美2#公变,10kV,D,农网,公变,315.0,柱上变,油浸式,SBH15-M-315/10,居住,150.0,239.0,75.87,2022年07月01日,72.0,22.86,625200.37,660085.0,5.28,324.0,324.0,324.0,居住,84.0,,,,0.0,55007.12,1.0,185.0,454.68,,2015年05月05日,否,0.0,0.0,否,0.0,0.0,,否,否,154.0,143.0,226.0,36.7257,否,,224.0,234.0,194.0,204.0,否,否,否,否,否,无,,,否,否,500.0,否,0.0,否,0.0,否,是,否,否,否,324.0,324.0,100.0,否,324.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF3A676256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV南炮台线527,420220516448100.0,418008399820401.0,10kV路外村3#公用台变,10kV,D,农网,公变,315.0,柱上变,油浸式,S11-M.RL-315/10,居住,150.0,176.0,55.87,2022年07月01日,63.0,20.0,493923.21,498779.0,0.97,287.0,287.0,287.0,居住,91.0,,,,0.0,41564.92,1.0,185.0,454.68,,2015年01月05日,否,0.0,0.0,否,0.0,0.0,,否,否,221.0,211.0,144.0,34.8416,否,,226.0,236.0,196.0,206.0,否,否,否,否,否,无,,,否,否,550.0,是,0.0,否,0.0,否,是,否,否,否,287.0,287.0,100.0,否,287.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF3DC26256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV南炮台线527,420220516448100.0,418007765189501.0,巷口村1号公变,10kV,D,农网,公变,250.0,柱上变,油浸式,S11-250/10,居住,150.0,145.0,58.0,2022年07月01日,52.0,20.8,502145.67,534135.6,5.99,424.0,424.0,424.0,居住,147.0,,,,0.0,44511.3,1.0,120.0,360.85,,2016年07月15日,否,0.0,0.0,否,0.0,0.0,,否,否,156.0,173.6,131.2,24.424,否,,224.0,234.0,194.0,204.0,否,否,否,否,否,无,,,否,否,400.0,否,0.0,否,0.0,否,是,否,否,否,424.0,424.0,100.0,否,424.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF28326256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV南炮台线527,420220516448100.0,418007765140901.0,上仓2号公变,10kV,D,农网,公变,500.0,柱上变,油浸式,S13-M·RL-500/10,居住,150.0,232.0,46.4,2022年07月01日,44.0,8.8,650774.93,624118.0,-4.27,309.0,309.0,309.0,居住,70.0,,,,0.0,52009.87,2.0,150.0,721.71,,2010年06月01日,否,0.0,0.0,否,0.0,0.0,,否,否,178.0,214.0,174.0,18.6916,否,,228.0,238.0,198.0,208.0,否,否,否,否,否,无,,,否,否,500.0,否,0.0,否,0.0,否,是,否,否,否,309.0,309.0,100.0,否,309.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF29DB6256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV南炮台线527,420220516448100.0,420220731672500.0,10kV路外村4#公用台变,10kV,D,农网,公变,315.0,柱上变,油浸式,SBH15-M-315/10,居住,150.0,59.0,18.73,2022年07月01日,18.0,5.71,0.0,0.0,0.0,157.0,157.0,157.0,居住,42.0,,,,0.0,0.0,2.0,240.0,454.68,,2019年09月16日,否,0.0,0.0,否,0.0,0.0,,否,否,78.0,67.5,22.8,70.7692,否,,223.0,233.0,193.0,203.0,否,否,否,否,否,无,,,否,否,250.0,否,0.0,否,0.0,否,是,否,否,否,157.0,157.0,100.0,否,157.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF30896256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV南炮台线527,420220516448100.0,418008328713401.0,10kV庄厝2#公用台变,10kV,D,农网,公变,100.0,柱上变,油浸式,SH15-M-100/10,居住,150.0,63.0,63.0,2022年07月01日,20.0,20.0,190296.72,194085.7,1.95,115.0,115.0,115.0,居住,112.0,,,,0.0,16173.81,1.0,95.0,144.34,,2014年03月28日,否,0.0,0.0,否,0.0,0.0,,否,否,95.1,55.2,47.1,50.4732,否,,222.0,232.0,168.5,202.0,是,否,否,否,是,无,,,否,否,400.0,否,0.0,否,0.0,否,是,否,否,否,115.0,115.0,100.0,否,115.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF31646256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV南炮台线527,420220516448100.0,418007765111101.0,洋心村公变,10kV,D,农网,公变,200.0,柱上变,油浸式,SH15-M-200/10,居住,150.0,103.0,51.5,2022年07月01日,40.0,20.0,292667.71,288921.0,-1.3,227.0,227.0,227.0,居住,161.0,,,,0.0,24076.75,1.0,150.0,288.68,,2022年06月21日,否,2.0,0.0,否,30.0,1.0,,否,否,128.4,69.2,75.2,46.1059,否,,227.0,237.0,197.0,207.0,否,否,否,否,否,无,,,否,否,300.0,否,0.0,否,0.0,否,是,否,否,否,227.0,227.0,100.0,否,227.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF32326256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV南炮台线527,420220516448100.0,418008338712001.0,路内3#公用台变,10kV,D,农网,公变,500.0,柱上变,油浸式,SBH15-M-500/10,居住,150.0,230.0,46.0,2022年01月01日,100.0,20.0,1192655.15,1239960.0,3.82,260.0,260.0,260.0,居住,134.9,,,,0.0,103330.0,1.0,185.0,721.71,,2014年04月24日,否,0.0,0.0,否,0.0,0.0,,否,否,208.0,208.0,150.0,27.8846,否,,226.0,236.0,196.0,206.0,否,否,否,否,否,无,,,否,否,370.0,否,0.0,否,0.0,否,是,否,否,否,260.0,260.0,100.0,否,260.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF32366256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV南炮台线527,420220516448100.0,418007765180101.0,宅美2号公变,10kV,D,农网,公变,315.0,柱上变,油浸式,SBH15-M-315/10,居住,150.0,135.0,42.86,2022年07月01日,34.0,10.79,365137.03,377898.0,3.38,223.0,223.0,223.0,居住,56.0,,,,0.0,31491.5,1.0,150.0,454.68,,2012年09月11日,否,0.0,0.0,否,0.0,0.0,,否,否,183.0,93.0,49.0,73.224,否,,234.0,244.0,159.9,214.0,是,否,否,否,是,无,,,否,否,400.0,否,0.0,否,0.0,否,是,否,否,否,223.0,223.0,100.0,否,223.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF2B9B6256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV南炮台线527,420220516448100.0,418007765191101.0,庄厝村公变,10kV,D,农网,公变,200.0,柱上变,油浸式,S11-200/10,居住,150.0,114.0,57.0,2022年07月01日,33.0,16.5,0.0,0.0,0.0,198.0,198.0,198.0,居住,56.0,,,,0.0,0.0,1.0,120.0,288.68,,2010年06月24日,否,6.0,0.0,否,58.0,0.0,,否,否,178.53,101.85,104.67,42.9508,否,,222.0,232.0,192.0,202.0,否,否,否,否,否,无,,,否,否,231.0,否,0.0,否,0.0,否,是,否,否,否,198.0,198.0,100.0,否,198.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF37446256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV南炮台线527,420220516448100.0,420220281133000.0,10kV西坪8#公用台变,10kV,D,农网,公变,200.0,柱上变,油浸式,SBH15-M-200/10,居住,150.0,158.0,79.0,2022年07月01日,50.0,25.0,388616.91,400290.4,2.92,118.0,118.0,118.0,居住,28.0,,,,0.0,33357.57,2.0,240.0,288.68,,2016年07月15日,否,0.0,0.0,否,0.0,0.0,,否,否,133.98,175.68,118.98,32.2746,否,,220.0,230.0,190.0,200.0,否,否,否,否,否,无,,,否,否,180.0,否,0.0,否,0.0,否,是,否,否,否,118.0,118.0,100.0,否,118.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF38226256E0533D14930A8E43,,,,,,,,,
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,10kV南炮台线527,420220516448100.0,418007765146501.0,上巷2号公用台变,10kV,D,农网,公变,315.0,柱上变,油浸式,SBH15-M-315/10,居住,150.0,138.0,43.81,2022年07月01日,44.0,13.97,383439.77,394360.0,2.77,242.0,242.0,242.0,居住,119.0,,,,0.0,32863.37,1.0,150.0,454.68,,2012年02月17日,否,0.0,0.0,否,0.0,0.0,,否,否,136.2,98.25,112.2,27.8634,否,,228.0,238.0,198.0,208.0,否,否,否,否,否,无,,,否,否,210.0,否,0.0,否,0.0,否,是,否,否,否,242.0,242.0,100.0,否,242.0,100.0,否,,运行,否,否,否,否,否,,,,,E963C1CF3DF06256E0533D14930A8E43,,,,,,,,,
